(1) 	(2) 	(3) 	(4) 	(5) 	(6) 	(7) 	(8) 	(9) 	(10) 	(11) 	(12) 	(13) 	(14) 	(15) 	(16) 	(17) 	(18) 	(19) 	(20) 	(21)
192.90 	-0.60 	22.8 	rus03 	0.30 	2.70 	pbd+03 	8.9 	2.7 	rus03 	  	  	  	  	38.9 	  	  	38.9 	  	  	38.9
193.70 	-2.20 	6.0 	rus03 	  	  	  	1.6 	0.5 	rus03 	  	  	  	  	  	  	  	  	  	  	 
194.70 	15.60 	0.3 	rus03 	  	  	  	0.5 	0.1 	rus03 	  	  	  	  	7.0 	  	  	7.0 	  	  	7.0
195.10 	12.00 	12.0 	rus03 	  	  	  	0.5 	0.1 	rus03 	  	  	  	  	  	  	  	  	  	  	 
195.70 	-0.10 	28.6 	rus03 	0.20 	2.70 	pbd+03 	2.0 	0.6 	rus03 	  	  	  	  	12.6 	  	  	12.6 	  	  	12.6
196.40 	-1.70 	17.1 	pbd+03 	0.70 	2.70 	pbd+03 	4.2 	1.3 	rus03 	  	  	  	  	31.3 	  	  	31.3 	  	  	31.3
196.40 	-2.90 	6.3 	rus03 	  	  	  	1.3 	0.4 	rus03 	  	  	  	  	42.0 	  	  	42.0 	  	  	42.0
197.80 	-2.30 	19.2 	rus03 	0.30 	2.70 	pbd+03 	5.1 	1.1 	rus03 	  	  	  	  	26.8 	  	  	26.8 	  	  	26.8
202.90 	2.20 	7.0 	rus03 	  	  	  	0.8 	0.04 	rus03 	  	  	  	  	  	  	  	  	  	  	 
206.30 	-2.10 	14.8 	rus03 	  	  	  	1.9 	0.25 	rus03 	  	  	  	  	126.0 	  	  	126.0 	  	  	126.0
206.50 	16.40 	5.0 	pbd+03 	77.20 	2.70 	pbd+03 	0.4 	0.04 	rus03 	  	  	  	  	31.3 	  	  	31.3 	  	  	31.3
206.60 	16.20 	9.6 	pbd+03 	0.10 	2.70 	pbd+03 	0.4 	0.04 	rus03 	  	  	  	  	3.4 	  	  	3.4 	  	  	3.4
208.40 	19.10 	8.0 	pbd+03 	2.30 	2.70 	pbd+03 	0.4 	0.04 	rus03 	  	  	  	  	9.7 	  	  	9.7 	  	  	9.7
208.70 	-2.60 	11.1 	rus03 	1.80 	2.70 	pbd+03 	1.4 	0.4 	rus03 	  	  	  	  	20.6 	  	  	20.6 	  	  	20.6
208.90 	19.30 	7.7 	pbd+03 	23.00 	2.70 	pbd+03 	0.4 	0.04 	rus03 	  	  	  	  	20.9 	  	  	20.9 	  	  	20.9
209.00 	19.40 	-2.3 	pbd+03 	392.00 	2.70 	pbd+03 	0.4 	0.04 	rus03 	  	  	  	  	53.7 	  	  	53.7 	  	  	53.7
210.60 	-1.40 	22.0 	rag07 	0.10 	2.70 	pbd+03 	1.17 	0.29 	rag07 	  	  	  	  	6.7 	  	  	6.7 	  	  	6.7
210.80 	-2.60 	49.4 	pbd+03 	0.10 	2.70 	pbd+03 	7.89 	0.27 	rag07 	  	  	  	  	24.7 	  	  	24.7 	  	  	24.7
211.14 	-1.01 	37.1 	rag07 	  	  	  	4.01 	0.73 	rag07 	  	  	  	  	  	  	  	  	  	  	 
211.90 	-1.20 	45.0 	pbd+03 	0.10 	2.70 	pbd+03 	7.89 	0.27 	rag07 	  	  	  	  	24.7 	  	  	24.7 	  	  	24.7
213.80 	0.60 	45.3 	pbd+03 	0.10 	2.70 	pbd+03 	7.89 	0.27 	rag07 	  	  	  	  	24.7 	  	  	24.7 	  	  	24.7
216.10 	0.00 	22.6 	rus03 	0.10 	2.70 	pbd+03 	1.7 	0.5 	rus03 	  	  	  	  	8.9 	  	  	8.9 	  	  	8.9
218.10 	-0.30 	27.2 	pbd+03 	0.30 	2.70 	pbd+03 	2.9 	0.5 	rus03 	  	  	  	  	18.4 	  	  	18.4 	  	  	18.4
218.70 	1.80 	55.0 	rus03 	  	  	  	7.5 	2.2 	rus03 	  	  	  	  	43.0 	  	  	43.0 	  	  	43.0
218.80 	-4.60 	51.1 	rus03 	0.30 	2.70 	pbd+03 	8.5 	0.25 	rus03 	  	  	  	  	37.7 	  	  	37.7 	  	  	37.7
224.10 	-2.00 	18.4 	pbd+03 	3.60 	2.70 	pbd+03 	1.0 	0.04 	rus03 	  	  	  	  	20.7 	  	  	20.7 	  	  	20.7
224.20 	-2.90 	14.6 	pbd+03 	0.10 	2.70 	pbd+03 	1.0 	0.04 	rus03 	  	  	  	  	6.3 	  	  	6.3 	  	  	6.3
224.20 	1.20 	33.6 	rus03 	0.50 	2.70 	pbd+03 	3.24 	0.56 	rag07 	  	  	  	  	23.3 	  	  	23.3 	  	  	23.3
227.80 	-0.20 	56.5 	rus03 	  	  	  	3.7 	1.1 	rus03 	  	  	  	  	54.0 	  	  	54.0 	  	  	54.0
232.60 	0.90 	17.8 	rus03 	  	  	  	2.5 	0.7 	rus03 	  	  	  	  	29.0 	  	  	29.0 	  	  	29.0
233.80 	-0.20 	40.2 	pbd+03 	1.70 	2.70 	pbd+03 	4.3 	0.4 	rus03 	  	  	  	  	42.7 	  	  	42.7 	  	  	42.7
234.80 	10.10 	16.0 	rus03 	  	  	  	1.3 	0.4 	rus03 	  	  	  	  	17.0 	  	  	17.0 	  	  	17.0
235.50 	-4.10 	28.2 	rus03 	  	  	  	2.5 	0.4 	rus03 	  	  	  	  	  	  	  	  	  	  	 
236.60 	-2.10 	26.3 	rus03 	  	  	  	2.3 	0.7 	rus03 	  	  	  	  	  	  	  	  	  	  	 
237.00 	-1.30 	74.8 	rus03 	  	  	  	5.4 	2.0 	rus03 	  	  	  	  	  	  	  	  	  	  	 
237.30 	-6.50 	18.0 	rus03 	  	  	  	1.6 	0.25 	rus03 	  	  	  	  	  	  	  	  	  	  	 
238.50 	-4.70 	20.6 	rus03 	  	  	  	1.4 	0.1 	rus03 	  	  	  	  	  	  	  	  	  	  	 
241.50 	-0.60 	70.1 	rus03 	  	  	  	4.7 	0.6 	rus03 	  	  	  	  	  	  	  	  	  	  	 
243.20 	0.40 	53.9 	pbd+03 	14.70 	2.70 	pbd+03 	4.0 	0.25 	rus03 	  	  	  	  	83.5 	  	  	83.5 	  	  	83.5
246.00 	1.20 	62.9 	rus03 	  	  	  	6.7 	1.1 	rus03 	  	  	  	  	  	  	  	  	  	  	 
247.50 	2.20 	40.8 	rus03 	  	  	  	4.0 	0.8 	rus03 	  	  	  	  	  	  	  	  	  	  	 
247.80 	-0.50 	55.2 	rus03 	  	  	  	3.2 	0.4 	rus03 	  	  	  	  	  	  	  	  	  	  	 
248.00 	-5.50 	51.3 	rus03 	  	  	  	4.4 	0.5 	rus03 	  	  	  	  	  	  	  	  	  	  	 
253.00 	-1.30 	9.5 	rus03 	  	  	  	1.3 	0.3 	rus03 	  	  	  	  	  	  	  	  	  	  	 
253.60 	-0.20 	36.3 	pbd+03 	19.00 	2.70 	pbd+03 	3.0 	0.3 	rus03 	  	  	  	  	75.1 	  	  	75.1 	  	  	75.1
254.70 	0.20 	64.0 	pbd+03 	3.80 	2.70 	pbd+03 	7.6 	0.9 	cor+07 	  	  	  	  	81.6 	  	  	81.6 	  	  	81.6
255.70 	-2.40 	9.6 	rus03 	  	  	  	0.5 	0.1 	rus03 	  	  	  	  	  	  	  	  	  	  	 
260.10 	0.60 	7.1 	rus03 	  	  	  	1.2 	0.2 	rus03 	  	  	  	  	  	  	  	  	  	  	 
261.40 	0.80 	7.1 	rus03 	  	  	  	1.0 	0.04 	rus03 	  	  	  	  	  	  	  	  	  	  	 
262.90 	-2.40 	8.7 	rus03 	  	  	  	0.6 	0.03 	rus03 	  	  	  	  	  	  	  	  	  	  	 
263.00 	1.50 	5.5 	rus03 	  	  	  	1.1 	0.2 	rus03 	  	  	  	  	  	  	  	  	  	  	 
264.30 	1.50 	12.0 	pbd+03 	3.20 	2.70 	pbd+03 	3.1 	0.9 	rus03 	  	  	  	  	42.4 	  	  	42.4 	  	  	42.4
264.30 	0.30 	9.0 	rus03 	  	  	  	1.7 	0.3 	rus03 	  	  	  	  	  	  	  	  	  	  	 
264.40 	1.10 	6.0 	rus03 	  	  	  	0.9 	0.1 	rus03 	  	  	  	  	  	  	  	  	  	  	 
267.80 	-0.90 	7.9 	pbd+03 	21.60 	2.70 	pbd+03 	1.6 	0.2 	rus03 	  	  	  	  	51.5 	  	  	51.5 	  	  	51.5
267.90 	-1.10 	1.0 	pbd+03 	153.30 	2.70 	pbd+03 	1.6 	0.2 	rus03 	  	  	  	  	99.0 	  	  	99.0 	  	  	99.0
268.00 	1.80 	-0.9 	rus03 	  	  	  	0.5 	0.1 	rus03 	  	  	  	  	  	  	  	  	  	  	 
268.20 	-2.70 	13.0 	rus03 	  	  	  	2.6 	0.5 	rus03 	  	  	  	  	  	  	  	  	  	  	 
268.50 	-0.80 	5.0 	pbd+03 	6.60 	2.70 	pbd+03 	1.3 	0.4 	rus03 	  	  	  	  	30.2 	  	  	30.2 	  	  	30.2
269.10 	-1.10 	15.0 	pbd+03 	8.40 	2.70 	pbd+03 	2.6 	0.8 	rus03 	  	  	  	  	52.0 	  	  	52.0 	  	  	52.0
270.30 	0.80 	1.0 	pbd+03 	4.90 	2.70 	pbd+03 	3.4 	0.7 	rus03 	  	  	  	  	51.9 	  	  	51.9 	  	  	51.9
270.80 	0.70 	5.4 	rus03 	  	  	  	1.4 	0.3 	rus03 	  	  	  	  	  	  	  	  	  	  	 
274.00 	-1.10 	39.0 	pbd+03 	32.30 	2.70 	pbd+03 	2.7 	0.8 	rus03 	  	  	  	  	83.5 	  	  	83.5 	  	  	83.5
274.70 	-1.50 	3.1 	rus03 	  	  	  	4.4 	0.9 	rus03 	  	  	  	  	  	  	  	  	  	  	 
281.80 	-2.00 	-5.4 	rus03 	  	  	  	4.7 	1.0 	rus03 	  	  	  	  	  	  	  	  	  	  	 
282.30 	-1.80 	-15.0 	pbd+03 	4.30 	2.70 	pbd+03 	3.1 	0.5 	rus03 	  	  	  	  	46.8 	  	  	46.8 	  	  	46.8
282.50 	-1.20 	-12.0 	rus03 	  	  	  	2.0 	0.4 	rus03 	  	  	  	  	55.0 	  	  	55.0 	  	  	55.0
282.70 	-1.40 	-19.1 	rus03 	  	  	  	2.0 	0.4 	rus03 	  	  	  	  	  	  	  	  	  	  	 
283.50 	-1.00 	-3.0 	pbd+03 	8.90 	2.70 	pbd+03 	3.3 	0.7 	rus03 	  	  	  	  	62.1 	  	  	62.1 	  	  	62.1
284.00 	-0.90 	3.8 	pbd+03 	16.80 	2.70 	pbd+03 	5.5 	0.25 	rus03 	  	  	  	  	107.9 	  	  	107.9 	  	  	107.9
284.30 	0.40 	1.0 	pbd+03 	3.40 	2.70 	pbd+03 	5.5 	0.25 	rus03 	  	  	  	  	63.4 	  	  	63.4 	  	  	63.4
284.30 	-0.30 	-0.5 	pbd+03 	241.40 	2.70 	pbd+03 	5.5 	0.25 	rus03 	  	  	  	  	262.4 	  	  	262.4 	  	  	262.4
286.20 	-0.20 	-18.0 	pbd+03 	37.20 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	85.4 	  	  	85.4 	  	  	85.4
286.70 	3.00 	-13.0 	rus03 	  	  	  	2.1 	0.6 	rus03 	  	  	  	  	  	  	  	  	  	  	 
286.90 	-0.90 	-20.0 	pbd+03 	15.00 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	63.1 	  	  	63.1 	  	  	63.1
287.20 	0.10 	-25.0 	pbd+03 	6.70 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	48.2 	  	  	48.2 	  	  	48.2
287.20 	0.40 	-18.0 	pbd+03 	3.50 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	38.8 	  	  	38.8 	  	  	38.8
287.40 	-0.60 	-17.7 	pbd+03 	147.60 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	135.1 	  	  	135.1 	  	  	135.1
287.50 	-0.60 	-19.6 	pbd+03 	93.80 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	116.2 	  	  	116.2 	  	  	116.2
287.60 	-0.90 	-24.0 	pbd+03 	29.80 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	79.3 	  	  	79.3 	  	  	79.3
288.00 	-0.80 	-26.0 	pbd+03 	60.60 	2.70 	pbd+03 	2.6 	0.25 	rus03 	  	  	  	  	100.4 	  	  	100.4 	  	  	100.4
288.20 	-2.90 	-7.4 	rus03 	  	  	  	3.1 	0.9 	rus03 	  	  	  	  	  	  	  	  	  	  	 
289.10 	-0.40 	23.2 	pbd+03 	14.00 	2.70 	pbd+03 	8.0 	0.5 	rus03 	  	  	  	  	130.4 	  	  	130.4 	  	  	130.4
289.50 	0.20 	-23.0 	rus03 	  	  	  	2.9 	0.2 	rus03 	  	  	  	  	  	  	  	  	  	  	 
289.80 	-1.20 	22.0 	pbd+03 	19.80 	2.70 	pbd+03 	8.0 	0.5 	rus03 	  	  	  	  	146.3 	  	  	146.3 	  	  	146.3
289.80 	-1.10 	21.9 	pbd+03 	45.00 	2.70 	pbd+03 	8.0 	0.5 	rus03 	  	  	  	  	192.4 	  	  	192.4 	  	  	192.4
289.90 	-0.80 	22.0 	pbd+03 	5.00 	2.70 	pbd+03 	8.0 	0.5 	rus03 	  	  	  	  	92.5 	  	  	92.5 	  	  	92.5
290.40 	-2.90 	-15.0 	rus03 	  	  	  	4.2 	0.5 	rus03 	  	  	  	  	52.0 	  	  	52.0 	  	  	52.0
290.40 	1.50 	-19.0 	rus03 	  	  	  	2.7 	0.25 	rus03 	  	  	  	  	  	  	  	  	  	  	 
290.50 	-0.80 	22.0 	pbd+03 	4.00 	2.70 	pbd+03 	8.0 	0.5 	rus03 	  	  	  	  	85.9 	  	  	85.9 	  	  	85.9
290.60 	0.30 	-28.0 	pbd+03 	4.00 	2.70 	pbd+03 	2.8 	0.25 	rus03 	  	  	  	  	42.6 	  	  	42.6 	  	  	42.6
291.10 	-0.80 	17.0 	pbd+03 	4.80 	2.70 	pbd+03 	7.9 	0.25 	rus03 	  	  	  	  	90.5 	  	  	90.5 	  	  	90.5
291.30 	-0.70 	-24.5 	pbd+03 	95.00 	2.70 	pbd+03 	2.7 	0.2 	rus03 	  	  	  	  	119.6 	  	  	119.6 	  	  	119.6
291.60 	-0.50 	10.0 	pbd+03 	238.00 	2.70 	pbd+03 	7.9 	0.25 	rus03 	  	  	  	  	332.4 	  	  	332.4 	  	  	332.4
291.90 	-1.00 	15.0 	pbd+03 	6.00 	2.70 	pbd+03 	7.9 	0.25 	rus03 	  	  	  	  	97.5 	  	  	97.5 	  	  	97.5
292.30 	-4.90 	-3.0 	rus03 	  	  	  	3.3 	1.0 	rus03 	  	  	  	  	18.0 	  	  	18.0 	  	  	18.0
292.40 	1.60 	-22.4 	rus03 	  	  	  	2.3 	0.7 	rus03 	  	  	  	  	  	  	  	  	  	  	 
293.60 	-1.30 	-27.0 	pbd+03 	5.00 	2.70 	pbd+03 	2.5 	0.5 	rus03 	  	  	  	  	42.6 	  	  	42.6 	  	  	42.6
294.80 	-1.80 	-18.0 	pbd+03 	19.30 	2.70 	pbd+03 	2.2 	0.25 	rus03 	  	  	  	  	61.4 	  	  	61.4 	  	  	61.4
295.10 	-1.60 	-22.0 	pbd+03 	12.50 	2.70 	pbd+03 	2.2 	0.25 	rus03 	  	  	  	  	53.1 	  	  	53.1 	  	  	53.1
297.00 	0.00 	-28.0 	rus03 	  	  	  	2.5 	0.4 	rus03 	  	  	  	  	  	  	  	  	  	  	 
299.40 	-0.30 	-37.0 	pbd+03 	0.80 	2.70 	pbd+03 	5.4 	0.6 	rus03 	  	  	  	  	38.6 	  	  	38.6 	  	  	38.6
302.00 	-0.00 	-27.0 	pbd+03 	1.40 	2.70 	pbd+03 	2.1 	0.6 	rus03 	  	  	  	  	24.8 	  	  	24.8 	  	  	24.8
302.10 	0.30 	-24.0 	rus03 	  	  	  	2.1 	0.2 	rus03 	  	  	  	  	  	  	  	  	  	  	 
302.70 	0.20 	-33.0 	pbd+03 	5.50 	2.70 	pbd+03 	2.1 	0.6 	rus03 	  	  	  	  	39.1 	  	  	39.1 	  	  	39.1
302.80 	1.30 	-32.0 	pbd+03 	2.00 	2.70 	pbd+03 	2.1 	0.6 	rus03 	  	  	  	  	27.9 	  	  	27.9 	  	  	27.9
306.30 	0.10 	-37.0 	pbd+03 	2.70 	2.70 	pbd+03 	2.3 	0.25 	rus03 	  	  	  	  	32.8 	  	  	32.8 	  	  	32.8
308.60 	0.60 	-50.0 	pbd+03 	12.90 	2.70 	pbd+03 	4.0 	0.6 	rus03 	  	  	  	  	79.9 	  	  	79.9 	  	  	79.9
309.10 	0.20 	-47.0 	pbd+03 	4.00 	2.70 	pbd+03 	4.0 	0.6 	rus03 	  	  	  	  	54.1 	  	  	54.1 	  	  	54.1
309.50 	-0.70 	-43.0 	pbd+03 	3.00 	2.70 	pbd+03 	4.0 	0.6 	rus03 	  	  	  	  	49.1 	  	  	49.1 	  	  	49.1
309.90 	0.40 	-55.0 	pbd+03 	5.00 	2.70 	pbd+03 	4.0 	0.6 	rus03 	  	  	  	  	58.3 	  	  	58.3 	  	  	58.3
311.00 	0.40 	-51.0 	pbd+03 	4.00 	2.70 	pbd+03 	2.9 	0.9 	rus03 	  	  	  	  	43.7 	  	  	43.7 	  	  	43.7
311.30 	-0.00 	-52.0 	pbd+03 	5.20 	2.70 	pbd+03 	2.9 	0.9 	rus03 	  	  	  	  	47.6 	  	  	47.6 	  	  	47.6
312.70 	-0.40 	-29.0 	rus03 	  	  	  	1.5 	0.4 	rus03 	  	  	  	  	  	  	  	  	  	  	 
316.80 	-0.00 	-36.0 	pbd+03 	34.00 	2.70 	pbd+03 	3.6 	1.1 	rus03 	  	  	  	  	102.9 	  	  	102.9 	  	  	102.9
317.00 	0.30 	-48.8 	pbd+03 	17.00 	2.70 	pbd+03 	3.6 	1.1 	rus03 	  	  	  	  	81.7 	  	  	81.7 	  	  	81.7
317.30 	0.30 	-51.0 	pbd+03 	12.00 	2.70 	pbd+03 	3.6 	1.1 	rus03 	  	  	  	  	72.7 	  	  	72.7 	  	  	72.7
317.60 	-0.40 	-38.0 	pbd+03 	4.00 	2.70 	pbd+03 	3.6 	1.1 	rus03 	  	  	  	  	50.4 	  	  	50.4 	  	  	50.4
318.00 	-0.80 	-37.0 	pbd+03 	12.90 	2.70 	pbd+03 	3.6 	1.1 	rus03 	  	  	  	  	74.5 	  	  	74.5 	  	  	74.5
320.40 	-1.00 	-50.0 	rus03 	  	  	  	3.3 	0.25 	rus03 	  	  	  	  	113.0 	  	  	113.0 	  	  	113.0
326.20 	1.00 	-42.0 	pbd+03 	6.00 	2.70 	pbd+03 	2.3 	0.4 	rus03 	  	  	  	  	42.8 	  	  	42.8 	  	  	42.8
326.30 	0.70 	-45.0 	pbd+03 	14.00 	2.70 	pbd+03 	2.3 	0.4 	rus03 	  	  	  	  	56.8 	  	  	56.8 	  	  	56.8
326.40 	0.90 	-39.0 	pbd+03 	16.00 	2.70 	pbd+03 	2.3 	0.4 	rus03 	  	  	  	  	59.4 	  	  	59.4 	  	  	59.4
326.60 	0.60 	-44.0 	pbd+03 	37.10 	2.70 	pbd+03 	2.3 	0.4 	rus03 	  	  	  	  	78.6 	  	  	78.6 	  	  	78.6
326.60 	-1.00 	-21.0 	rus03 	  	  	  	0.9 	0.3 	rus03 	  	  	  	  	  	  	  	  	  	  	 
327.50 	-0.80 	-37.0 	rus03 	  	  	  	2.8 	0.5 	rus03 	  	  	  	  	  	  	  	  	  	  	 
328.00 	-0.60 	-45.6 	rus03 	  	  	  	3.0 	0.4 	rus03 	  	  	  	  	  	  	  	  	  	  	 
328.10 	-0.80 	-18.5 	rus03 	  	  	  	1.1 	0.3 	rus03 	  	  	  	  	  	  	  	  	  	  	 
328.20 	-2.00 	-25.0 	rus03 	  	  	  	0.8 	0.2 	rus03 	  	  	  	  	  	  	  	  	  	  	 
328.30 	-0.60 	-43.0 	pbd+03 	3.00 	2.70 	pbd+03 	3.3 	0.7 	rus03 	  	  	  	  	43.2 	  	  	43.2 	  	  	43.2
332.10 	-0.40 	-55.0 	pbd+03 	12.00 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	75.4 	  	  	75.4 	  	  	75.4
332.50 	-0.10 	-53.0 	pbd+03 	2.50 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	44.7 	  	  	44.7 	  	  	44.7
332.70 	-0.60 	-47.4 	pbd+03 	52.00 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	122.9 	  	  	122.9 	  	  	122.9
332.80 	-1.40 	-41.0 	pbd+03 	3.50 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	50.0 	  	  	50.0 	  	  	50.0
332.80 	-0.60 	-57.1 	pbd+03 	16.40 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	83.7 	  	  	83.7 	  	  	83.7
333.00 	0.80 	-52.0 	pbd+03 	5.00 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	56.3 	  	  	56.3 	  	  	56.3
333.00 	2.00 	-20.0 	pbd+03 	6.00 	2.70 	pbd+03 	1.7 	0.2 	rus03 	  	  	  	  	35.0 	  	  	35.0 	  	  	35.0
333.10 	-0.40 	-54.5 	pbd+03 	52.00 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	122.9 	  	  	122.9 	  	  	122.9
333.30 	-0.40 	-50.1 	pbd+03 	60.00 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	128.9 	  	  	128.9 	  	  	128.9
333.70 	-0.50 	-49.9 	pbd+03 	5.60 	2.70 	pbd+03 	3.8 	0.5 	rus03 	  	  	  	  	58.5 	  	  	58.5 	  	  	58.5
336.50 	-1.50 	-24.9 	pbd+03 	6.00 	2.70 	pbd+03 	1.4 	0.25 	rus03 	  	  	  	  	30.8 	  	  	30.8 	  	  	30.8
338.70 	0.60 	-62.0 	pbd+03 	4.20 	2.70 	pbd+03 	5.2 	1.6 	rus03 	  	  	  	  	65.5 	  	  	65.5 	  	  	65.5
338.90 	0.60 	-63.0 	pbd+03 	11.00 	2.70 	pbd+03 	5.2 	1.6 	rus03 	  	  	  	  	90.3 	  	  	90.3 	  	  	90.3
338.90 	-0.10 	-40.0 	pbd+03 	3.00 	2.70 	pbd+03 	2.7 	0.6 	rus03 	  	  	  	  	37.8 	  	  	37.8 	  	  	37.8
339.10 	-0.40 	-37.0 	pbd+03 	4.00 	2.70 	pbd+03 	2.7 	0.6 	rus03 	  	  	  	  	41.6 	  	  	41.6 	  	  	41.6
340.80 	-1.00 	-24.9 	pbd+03 	18.00 	2.70 	pbd+03 	2.5 	0.4 	rus03 	  	  	  	  	65.3 	  	  	65.3 	  	  	65.3
341.00 	-0.10 	-38.0 	pbd+03 	7.00 	2.70 	pbd+03 	3.4 	1.0 	rus03 	  	  	  	  	58.5 	  	  	58.5 	  	  	58.5
341.30 	-0.30 	-38.0 	pbd+03 	5.60 	2.70 	pbd+03 	3.4 	1.0 	rus03 	  	  	  	  	54.3 	  	  	54.3 	  	  	54.3
343.90 	-4.70 	  	rus03 	  	  	  	2.0 	0.6 	rus03 	  	  	  	  	  	  	  	  	  	  	 
345.00 	1.50 	-14.8 	pbd+03 	91.00 	2.70 	pbd+03 	1.9 	0.25 	rus03 	  	  	  	  	93.3 	  	  	93.3 	  	  	93.3
345.20 	1.00 	-9.2 	pbd+03 	23.10 	2.70 	pbd+03 	1.9 	0.25 	rus03 	  	  	  	  	59.1 	  	  	59.1 	  	  	59.1
345.30 	1.50 	-15.3 	pbd+03 	17.10 	2.70 	pbd+03 	1.9 	0.25 	rus03 	  	  	  	  	53.4 	  	  	53.4 	  	  	53.4
345.40 	1.40 	-14.8 	pbd+03 	42.80 	2.70 	pbd+03 	1.9 	0.25 	rus03 	  	  	  	  	72.6 	  	  	72.6 	  	  	72.6
345.50 	0.30 	-20.0 	pbd+03 	4.70 	2.70 	pbd+03 	2.0 	0.25 	rus03 	  	  	  	  	36.0 	  	  	36.0 	  	  	36.0
345.50 	0.20 	-13.0 	pbd+03 	2.10 	2.70 	pbd+03 	1.9 	0.25 	rus03 	  	  	  	  	26.6 	  	  	26.6 	  	  	26.6
347.70 	1.90 	-19.0 	rus03 	  	  	  	2.0 	0.6 	rus03 	  	  	  	  	  	  	  	  	  	  	 
348.20 	-1.00 	-18.0 	pbd+03 	12.60 	2.70 	pbd+03 	2.9 	0.25 	rus03 	  	  	  	  	64.0 	  	  	64.0 	  	  	64.0
348.20 	0.40 	-12.0 	rus03 	8.30 	5.00 	ch87 	1.3 	0.4 	rus03 	knear 	ch87 	1.8 	6.7 	33.3 	  	  	33.3 	  	  	33.3
348.60 	-0.60 	-19.0 	pbd+03 	17.60 	2.70 	pbd+03 	2.9 	0.25 	rus03 	  	  	  	  	71.5 	  	  	71.5 	  	  	71.5
348.70 	-1.00 	-12.6 	pbd+03 	39.20 	2.70 	pbd+03 	2.9 	0.25 	rus03 	  	  	  	  	93.4 	  	  	93.4 	  	  	93.4
349.80 	-0.60 	-25.8 	pbd+03 	10.40 	2.70 	pbd+03 	2.2 	0.3 	rus03 	knear 	gg76 	3.5 	5.1 	49.9 	  	  	49.9 	  	  	49.9
349.83 	-0.53 	-25.7 	swa+04 	3.50 	4.86 	swa+04 	2.2 	0.3 	rus03 	knear 	swa+04 	3.5 	5.1 	35.4 	  	  	35.4 	  	  	35.4
350.00 	0.20 	-5.0 	rus03 	  	  	  	1.6 	0.5 	rus03 	  	  	  	  	  	  	  	  	  	  	 
350.50 	1.00 	-10.9 	pbd+03 	4.00 	2.70 	pbd+03 	1.9 	0.2 	rus03 	  	  	  	  	32.9 	  	  	32.9 	  	  	32.9
351.00 	0.70 	  	pbd+03 	50.00 	2.70 	pbd+03 	1.9 	0.2 	rus03 	  	  	  	  	76.4 	  	  	76.4 	  	  	76.4
351.20 	0.50 	-7.1 	pbd+03 	21.00 	2.70 	pbd+03 	1.9 	0.2 	rus03 	  	  	  	  	57.2 	  	  	57.2 	  	  	57.2
351.40 	0.70 	-3.1 	pbd+03 	176.00 	2.70 	pbd+03 	1.9 	0.2 	rus03 	  	  	  	  	116.3 	  	  	116.3 	  	  	116.3
351.40 	0.60 	  	pbd+03 	190.00 	2.70 	pbd+03 	1.9 	0.2 	rus03 	  	  	  	  	119.3 	  	  	119.3 	  	  	119.3
351.70 	0.50 	-2.3 	pbd+03 	2.40 	2.70 	pbd+03 	1.9 	0.2 	rus03 	  	  	  	  	27.8 	  	  	27.8 	  	  	27.8
352.40 	2.10 	-7.0 	rus03 	  	  	  	1.0 	0.2 	rus03 	  	  	  	  	40.0 	  	  	40.0 	  	  	40.0
353.00 	0.90 	-4.0 	pbd+03 	37.20 	2.70 	pbd+03 	2.0 	0.25 	rus03 	  	  	  	  	71.7 	  	  	71.7 	  	  	71.7
353.10 	0.40 	-3.3 	pbd+03 	56.70 	2.70 	pbd+03 	2.0 	0.25 	rus03 	  	  	  	  	82.5 	  	  	82.5 	  	  	82.5
353.10 	0.70 	-3.8 	pbd+03 	269.00 	2.70 	pbd+03 	2.0 	0.25 	rus03 	  	  	  	  	138.6 	  	  	138.6 	  	  	138.6
353.20 	0.90 	-4.4 	pbd+03 	145.20 	2.70 	pbd+03 	2.0 	0.25 	rus03 	  	  	  	  	112.8 	  	  	112.8 	  	  	112.8
355.10 	20.90 	4.5 	rus03 	  	  	  	0.2 	0.04 	rus03 	  	  	  	  	  	  	  	  	  	  	 
355.60 	0.80 	6.5 	rus03 	  	  	  	1.2 	0.25 	rus03 	  	  	  	  	  	  	  	  	  	  	 
